9620,Zottegem
9630,Zwalm
9660,Brakel
9667,Horebeke
9680,Maarkedal
9690,Kluisbergen
9700,Oudenaarde
9750,Zingem
9770,Kruishoutem
9790,Wortegem-Petegem
9800,Deinze
9810,Nazareth
9820,Merelbeke
9830,Sint-Martens-Latem
9840,De Pinte
9850,Nevele
9860,Oosterzele
9870,Zulte
9880,Aalter
9890,Gavere
9900,Eeklo
9910,Knesselare
9920,Lovendegem
9930,Zomergem
9940,Evergem
9950,Waarschoot
9960,Assenede
9970,Kaprijke
9980,Sint-Laureins
9990,Maldegem
